city,title,language,time,money
Івано-Франківськ,Junior,Kotlin,1р,700
Харків,Junior,Kotlin,1р,700
Інше,Junior,Swift,1р,700
Харків,Junior,Ruby,"0,25р",700
Львів,Junior,TypeScript,"0,5р",700
Харків,Junior,C# / .NET,"0,5р",700
Чернівці,Junior,C# / .NET,1р,700
Івано-Франківськ,Junior,Ruby,1р,700
Київ,Junior,Go,1р,700
Київ,Junior,Kotlin,1р,700
Київ,Junior,Dart,"0,5р",700
Харків,Junior,Java,"0,5р",700
Львів,Junior,Java,1р,700
Суми,Junior,Java,"0,5р",700
Тернопіль,Junior,C# / .NET,1р,700
Київ,Junior,JavaScript,1р,700
Дніпро,Junior,Python,"0,5р",700
Київ,Junior,Go,1р,700
Ужгород,Junior,JavaScript,1р,700
Львів,Junior,TypeScript,"0,5р",700
Київ,Junior,Python,1р,700
Київ,Junior,JavaScript,1р,700
Львів,Junior,C,1р,700
Суми,Junior,Dart,"0,5р",700
Київ,Junior,Python,"0,5р",700
Київ,Junior,C++,5р,700
Рівне,Junior,JavaScript,"0,5р",700
Інше,Middle,Dart,1р,700
Івано-Франківськ,Junior,TypeScript,1р,700
Львів,Junior,JavaScript,1р,700
Київ,Junior,JavaScript,"1,5р",700
Луцьк,Junior,C# / .NET,2р,700
Київ,Junior,Swift,2р,700
Одеса,Junior,JavaScript,2р,700
Чернігів,Junior,Kotlin,2р,700
Черкаси,Junior,JavaScript,"0,5р",700
Харків,Junior,PHP,3р,700
Київ,Middle,C# / .NET,"1,5р",700
Харків,Junior,Python,"1,5р",700
Інше,Junior,TypeScript,1р,700
Львів,Junior,JavaScript,1р,700
Київ,Junior,C# / .NET,"0,25р",700
Харків,Middle,PHP,3р,700
Вінниця,Middle,PHP,5р,700
Запоріжжя,Junior,Dart,"0,5р",700
Дніпро,Junior,Ruby,1р,700
Київ,Junior,Python,"0,5р",700
Київ,Junior,Java,"0,5р",700
Одеса,Junior,Java,"0,5р",700
Київ,Junior,JavaScript,"0,25р",700
Дніпро,Junior,Java,1р,700
Київ,Junior,JavaScript,"0,5р",700
Київ,Junior,Python,"0,25р",700
Одеса,Junior,Kotlin,"0,5р",700
Київ,Middle,JavaScript,7р,700
Львів,Junior,JavaScript,"0,25р",700
Київ,Junior,JavaScript,"0,25р",700
Львів,Junior,Python,"1,5р",700
Львів,Junior,Java,"0,25р",700
Київ,Junior,PHP,4р,700
Суми,Senior,Swift,9р,6960
Київ,Senior,Java,10р,6900
Одеса,Tech Lead,C++,10р,6900
Івано-Франківськ,Junior,JavaScript,1р,690
Київ,Junior,JavaScript,"1,5р",690
Харків,Tech Lead,C# / .NET,10р,6850
Львів,Senior,Java,6р,6800
Київ,Senior,Swift,7р,6800
Вінниця,Senior,Java,7р,6800
Київ,Team Lead,TypeScript,10р,6800
Львів,Senior,PHP,9р,6800
Київ,Team Lead,JavaScript,5р,6800
Київ,Senior,Go,7р,6800
Київ,Team Lead,Java,10р,6800
Дніпро,Tech Lead,C# / .NET,10р,6800
Київ,Senior,Go,10р,6800
Київ,Architect,PHP,10р,6800
Київ,Senior,Java,5р,6800
Київ,Team Lead,TypeScript,7р,6800
Київ,Tech Lead,JavaScript,10р,6800
Київ,Team Lead,Java,10р,6800
Чернівці,Junior,Python,1р,680
Київ,Senior,C# / .NET,10р,6795
Дніпро,Senior,Java,8р,6780
Київ,Senior,C# / .NET,10р,6771
Львів,Team Lead,Swift,7р,6750
Львів,Junior,JavaScript,"0,5р",675
Харків,Junior,JavaScript,"0,5р",675
Дніпро,Team Lead,PHP,10р,6729
Одеса,Senior,TypeScript,3р,6700
Львів,Senior,JavaScript,3р,6700
Харків,Senior,Kotlin,6р,6700
Харків,Team Lead,C# / .NET,9р,6700
Одеса,Senior,Scala,10р,6700
Київ,Architect,Dart,6р,6700
Київ,Senior,Python,10р,6700
Київ,Senior,TypeScript,7р,6700
Дніпро,Senior,Ruby,7р,6700
Харків,Architect,Java,10р,6700
Київ,Team Lead,C# / .NET,10р,6700
Львів,Senior,JavaScript,10р,6700
Київ,Senior,TypeScript,8р,6700
Київ,Architect,Java,10р,6700
Львів,Senior,Elixir,7р,6700
Одеса,Junior,C,2р,670
Львів,Junior,JavaScript,"0,5р",670
Київ,Junior,JavaScript,"0,5р",670
Київ,Senior,Haskell,10р,6666
Київ,Senior,Java,6р,6650
Харків,Senior,Kotlin,7р,6650
Черкаси,Team Lead,C# / .NET,10р,6650
Київ,Senior,Rust,7р,6650
Львів,Team Lead,Go,10р,6650
Київ,Team Lead,C# / .NET,10р,6650
Одеса,Tech Lead,PHP,10р,6650
Київ,Senior,Go,8р,6650
Київ,Team Lead,Java,8р,6650
Київ,Architect,C# / .NET,10р,6650
Київ,Tech Lead,Kotlin,7р,6650
Київ,Tech Lead,C# / .NET,10р,6650
Львів,Senior,Swift,7р,6650
Харків,Architect,Ruby,10р,6650
Харків,Senior,Kotlin,10р,6650
Київ,Tech Lead,Java,10р,6650
Київ,Junior,C,1р,665
Львів,Senior,JavaScript,3р,6600
Дніпро,Senior,TypeScript,7р,6600
Київ,Senior,JavaScript,5р,6600
Київ,Tech Lead,Swift,5р,6600
Дніпро,Senior,Java,7р,6600
Харків,Senior,C# / .NET,10р,6600
Київ,Senior,Java,5р,6600
Одеса,Team Lead,Salesforce Apex,9р,6600
Київ,Senior,Python,10р,6600
Львів,Senior,Java,6р,6600
Київ,Tech Lead,Dart,8р,6600
Київ,Tech Lead,Python,10р,6600
Київ,Senior,Ruby,10р,6600
Львів,Senior,Swift,5р,6600
Київ,Team Lead,PHP,10р,6600
Львів,Tech Lead,C# / .NET,10р,6600
Львів,Team Lead,Swift,7р,6600
Івано-Франківськ,Team Lead,C# / .NET,7р,6600
Львів,Junior,TypeScript,"0,5р",660
Львів,Junior,C# / .NET,"0,5р",660
Харків,Junior,JavaScript,1р,660
Київ,Junior,JavaScript,"0,5р",660
Чернівці,Junior,TypeScript,2р,660
Київ,Senior,Scala,10р,6590
Київ,Junior,JavaScript,2р,658
Київ,Team Lead,TypeScript,7р,6500
Дніпро,Senior,C# / .NET,4р,6500
Київ,Senior,JavaScript,3р,6500
Одеса,Senior,PHP,6р,6500
Київ,Senior,Python,7р,6500
Київ,Team Lead,Java,4р,6500
Київ,Senior,PHP,9р,6500
Київ,Senior,Java,6р,6500
Івано-Франківськ,Senior,JavaScript,6р,6500
Інше,Tech Lead,TypeScript,10р,6500
Львів,Senior,Java,5р,6500
Київ,Senior,C++,10р,6500
Київ,Tech Lead,TypeScript,6р,6500
Київ,Senior,JavaScript,6р,6500
Хмельницький,Tech Lead,JavaScript,7р,6500
Харків,Senior,Python,10р,6500
Дніпро,Senior,Java,4р,6500
Київ,Team Lead,Swift,10р,6500
Івано-Франківськ,Middle,Java,3р,6500
Одеса,Architect,SQL,10р,6500
Київ,Tech Lead,C# / .NET,10р,6500
Київ,Senior,Java,6р,6500
Львів,Tech Lead,Kotlin,6р,6500
Івано-Франківськ,Architect,JavaScript,10р,6500
Київ,Senior,Rust,6р,6500
Київ,Tech Lead,Java,10р,6500
Хмельницький,Architect,C# / .NET,10р,6500
Київ,Tech Lead,Kotlin,7р,6500
Київ,Architect,Salesforce Apex,10р,6500
Львів,Architect,Ruby,10р,6500
Київ,Senior,Python,7р,6500
Львів,Senior,Java,6р,6500
Дніпро,Senior,JavaScript,10р,6500
Дніпро,Tech Lead,Java,8р,6500
Київ,Senior,PHP,10р,6500
Івано-Франківськ,Tech Lead,TypeScript,10р,6500
Київ,Senior,Python,10р,6500
Київ,Senior,Java,10р,6500
Київ,Team Lead,C# / .NET,10р,6500
Київ,Tech Lead,Dart,8р,6500
Харків,Team Lead,Java,8р,6500
Київ,Architect,Go,6р,6500
Інше,Senior,Java,7р,6500
Харків,Senior,TypeScript,10р,6500
Одеса,Team Lead,Scala,7р,6500
Київ,Senior,Dart,10р,6500
Дніпро,Senior,JavaScript,10р,6500
Київ,Team Lead,Java,8р,6500
Дніпро,Senior,JavaScript,8р,6500
Київ,Tech Lead,Kotlin,10р,6500
Київ,Senior,TypeScript,10р,6500
Київ,Senior,Swift,5р,6500
Київ,Senior,Java,7р,6500
Київ,Architect,Java,9р,6500
Одеса,Senior,PHP,8р,6500
Київ,Senior,JavaScript,10р,6500
Київ,Tech Lead,JavaScript,7р,6500
Київ,Tech Lead,Java,6р,6500
Київ,Senior,Java,8р,6500
Львів,Senior,Swift,5р,6500
Київ,Senior,Python,6р,6500
Київ,Senior,C++,10р,6500
Київ,Architect,JavaScript,10р,6500
Одеса,Tech Lead,JavaScript,10р,6500
Київ,Tech Lead,Java,5р,6500
Київ,Senior,Clojure,10р,6500
Київ,Team Lead,TypeScript,5р,6500
Харків,Team Lead,Java,9р,6500
Київ,Senior,Kotlin,8р,6500
Харків,Architect,PHP,10р,6500
Київ,Senior,Swift,5р,6500
Івано-Франківськ,Senior,Python,9р,6500
Київ,Senior,JavaScript,8р,6500
Львів,Senior,Swift,5р,6500
Львів,Tech Lead,Python,9р,6500
Київ,Senior,JavaScript,10р,6500
Київ,Team Lead,Go,10р,6500
Інше,Senior,Java,10р,6500
Харків,Architect,C# / .NET,10р,6500
Дніпро,Senior,C# / .NET,10р,6500
Київ,Tech Lead,Java,8р,6500
Київ,Senior,TypeScript,7р,6500
Львів,Team Lead,C# / .NET,10р,6500
Київ,Senior,JavaScript,10р,6500
Київ,Senior,Python,6р,6500
Київ,Team Lead,Java,10р,6500
Київ,Tech Lead,C# / .NET,10р,6500
Дніпро,Senior,JavaScript,8р,6500
Львів,Team Lead,JavaScript,10р,6500
Київ,Tech Lead,C# / .NET,10р,6500
Дніпро,Tech Lead,C# / .NET,10р,6500
Київ,Team Lead,Swift,10р,6500
Київ,Senior,TypeScript,8р,6500
Дніпро,Team Lead,Ruby,8р,6500
Вінниця,Senior,Erlang,9р,6500
Київ,Senior,Ruby,8р,6500
Львів,Senior,Swift,5р,6500
Київ,Tech Lead,JavaScript,10р,6500
Київ,Team Lead,TypeScript,10р,6500
Київ,Senior,Go,8р,6500
Київ,Senior,Java,10р,6500
Харків,Tech Lead,Go,10р,6500
Харків,Architect,JavaScript,9р,6500
Львів,Senior,C# / .NET,10р,6500
Київ,Tech Lead,C# / .NET,9р,6500
Харків,Tech Lead,Kotlin,10р,6500
Львів,Tech Lead,C,10р,6500
Київ,Senior,Ruby,10р,6500
Київ,Tech Lead,C# / .NET,10р,6500
Київ,Senior,Swift,10р,6500
Київ,Senior,JavaScript,10р,6500
Харків,Senior,C# / .NET,10р,6500
Тернопіль,Intern/Trainee,TypeScript,1р,650
Київ,Intern/Trainee,C# / .NET,"1,5р",650
Львів,Junior,C# / .NET,1р,650
Вінниця,Junior,JavaScript,2р,650
Львів,Junior,Python,"0,25р",650
Дніпро,Junior,C# / .NET,"0,5р",650
Львів,Junior,JavaScript,"0,5р",650
Інше,Junior,JavaScript,"1,5р",650
Інше,Junior,JavaScript,1р,650
Хмельницький,Junior,PHP,"1,5р",650
Київ,Junior,TypeScript,1р,650
Суми,Junior,Ruby,"0,25р",650
Дніпро,Junior,TypeScript,2р,650
Київ,Junior,C# / .NET,"0,5р",650
Київ,Junior,Java,"0,5р",650
Харків,Junior,JavaScript,"0,5р",650
Черкаси,Junior,Java,"0,5р",650
Інше,Junior,JavaScript,2р,650
Київ,Junior,JavaScript,"0,5р",650
Запоріжжя,Junior,C# / .NET,1р,650
Запоріжжя,Junior,JavaScript,"0,5р",650
Запоріжжя,Junior,JavaScript,"0,5р",650
Івано-Франківськ,Junior,JavaScript,1р,650
Кропивницький,Tech Lead,C# / .NET,10р,650
Інше,Junior,Java,1р,650
Львів,Junior,JavaScript,"0,5р",650
Дніпро,Junior,Java,"0,5р",650
Харків,Tech Lead,JavaScript,8р,6490
Київ,Architect,Java,10р,6460
Київ,Architect,C# / .NET,10р,6460
Київ,Senior,TypeScript,8р,6450
Харків,Junior,Java,"0,5р",645
Житомир,Junior,C# / .NET,2р,644
Київ,Architect,JavaScript,10р,6413
Київ,Senior,C# / .NET,10р,6400
Львів,Senior,Scala,6р,6400
Черкаси,Senior,Java,10р,6400
Дніпро,Senior,JavaScript,10р,6400
Дніпро,Senior,C++,8р,6400
Миколаїв,Architect,PHP,10р,6400
Київ,Senior,TypeScript,10р,6400
Київ,Tech Lead,TypeScript,10р,6400
Львів,Senior,Swift,5р,6400
Київ,Team Lead,C# / .NET,10р,6400
Київ,Architect,C# / .NET,10р,6400
Київ,Tech Lead,Java,10р,6400
Дніпро,Team Lead,Java,10р,6400
Івано-Франківськ,Junior,JavaScript,1р,640
Кропивницький,Junior,TypeScript,"0,5р",640
Кропивницький,Junior,JavaScript,1р,640
Київ,Junior,Python,1р,640
Харків,Senior,Python,7р,6365
Львів,Tech Lead,C,10р,6350
Львів,Senior,Python,10р,6333
Харків,Senior,Java,5р,6315
Харків,Team Lead,JavaScript,10р,6300
Вінниця,Senior,C# / .NET,6р,6300
Житомир,Architect,C,10р,6300
Харків,Senior,JavaScript,7р,6300
Одеса,Tech Lead,C# / .NET,9р,6300
Харків,Senior,Scala,5р,6300
Львів,Senior,Scala,8р,6300
Київ,Senior,JavaScript,7р,6300
Львів,Architect,C# / .NET,8р,6300
Львів,Senior,Swift,5р,6300
Львів,Senior,Swift,5р,6300
Харків,Architect,C# / .NET,10р,6300
Київ,Team Lead,C++,10р,6300
Київ,Senior,Java,7р,6300
Київ,Senior,TypeScript,6р,6300
Львів,Team Lead,Java,10р,6300
Київ,Senior,C,10р,6300
Львів,Tech Lead,JavaScript,10р,6300
Київ,Senior,Go,10р,6300
Київ,Team Lead,Ruby,10р,6300
Хмельницький,Middle,1С,3р,630
Черкаси,Junior,Java,1р,630
Київ,Tech Lead,Java,10р,6270
Львів,Architect,Java,10р,6250
Харків,Senior,Java,6р,6250
Одеса,Architect,Java,10р,6250
Львів,Team Lead,JavaScript,4р,6200
Київ,Senior,C# / .NET,5р,6200
Київ,Tech Lead,JavaScript,9р,6200
Київ,Tech Lead,Java,10р,6200
Київ,Senior,Kotlin,7р,6200
Львів,Senior,JavaScript,9р,6200
Львів,Team Lead,C# / .NET,10р,6200
Дніпро,Senior,JavaScript,8р,6200
Одеса,Team Lead,C++,10р,6200
Київ,Architect,Java,10р,6200
Львів,Senior,TypeScript,8р,6200
Київ,Architect,C# / .NET,10р,6200
Львів,Architect,Python,10р,6200
Київ,Architect,Java,10р,6200
Львів,Architect,JavaScript,10р,6200
Київ,Tech Lead,Java,9р,6200
Київ,Team Lead,JavaScript,10р,6200
Київ,Senior,Python,10р,6200
Львів,Senior,Swift,6р,6200
Київ,Team Lead,Go,7р,6200
Харків,Senior,TypeScript,7р,6200
Харків,Senior,C# / .NET,9р,6200
Івано-Франківськ,Junior,Ruby,1р,620
Харків,Junior,C# / .NET,"0,5р",620
Львів,Intern/Trainee,Kotlin,"0,5р",620
Львів,Junior,C# / .NET,"0,5р",620
Харків,Junior,JavaScript,"0,5р",620
Київ,Senior,Java,10р,6175
Київ,Senior,Java,10р,6175
Одеса,Tech Lead,TypeScript,9р,6175
Київ,Senior,JavaScript,9р,6175
Київ,Tech Lead,Java,10р,6175
Львів,Junior,Python,"0,5р",617
Львів,Tech Lead,TypeScript,10р,6160
Харків,Tech Lead,C# / .NET,10р,6150
Харків,Intern/Trainee,Java,"0,5р",615
Харків,Junior,JavaScript,"0,5р",615
Житомир,Junior,JavaScript,"0,5р",615
Львів,Senior,C# / .NET,6р,6125
Київ,Team Lead,PHP,10р,6125
Харків,Tech Lead,C# / .NET,10р,6123
Київ,Senior,Java,4р,6120
Львів,Junior,Java,"0,5р",612
Львів,Senior,Python,4р,6100
Львів,Senior,C# / .NET,5р,6100
Київ,Senior,C# / .NET,6р,6100
Київ,Middle,Go,5р,6100
Київ,Senior,Java,4р,6100
Київ,Senior,Java,6р,6100
Львів,Senior,Python,9р,6100
Київ,Senior,Python,7р,6100
Київ,Team Lead,JavaScript,6р,6100
Львів,Senior,Kotlin,10р,6100
Київ,Senior,PHP,10р,6100
Київ,Team Lead,JavaScript,10р,6100
Львів,Senior,Swift,5р,6100
Київ,Senior,JavaScript,7р,6100
Харків,Senior,Java,10р,6100
Львів,Senior,Swift,5р,6100
Київ,Senior,TypeScript,10р,6100
Харків,Tech Lead,Kotlin,10р,6100
Дніпро,Senior,Ruby,5р,6100
Київ,Team Lead,C++,7р,6100
Львів,Tech Lead,Java,10р,6100
Львів,Senior,Scala,6р,6100
Київ,Senior,C# / .NET,5р,6100
Львів,Senior,TypeScript,10р,6100
Тернопіль,Junior,JavaScript,"0,5р",610
Ужгород,Senior,Kotlin,10р,6000
Київ,Middle,Python,3р,6000
Київ,Senior,Dart,5р,6000
Івано-Франківськ,Senior,Java,2р,6000
Київ,Senior,Swift,8р,6000
Львів,Senior,Python,6р,6000
Івано-Франківськ,Senior,Java,4р,6000
Запоріжжя,Team Lead,Java,10р,6000
Дніпро,Senior,TypeScript,5р,6000
Київ,Senior,Python,4р,6000
Дніпро,Senior,Scala,4р,6000
Київ,Tech Lead,Java,5р,6000
Київ,Senior,JavaScript,7р,6000
Київ,Senior,JavaScript,5р,6000
Київ,Senior,C++,5р,6000
Київ,Senior,Java,5р,6000
Маріуполь,Senior,PHP,4р,6000
Вінниця,Senior,JavaScript,10р,6000
Київ,Senior,TypeScript,5р,6000
Київ,Tech Lead,JavaScript,10р,6000
Одеса,Senior,C# / .NET,7р,6000
Харків,Middle,PHP,5р,6000
Київ,Senior,TypeScript,6р,6000
Київ,Senior,TypeScript,5р,6000
Львів,Senior,Dart,6р,6000
Харків,Senior,Java,5р,6000
Івано-Франківськ,Junior,Elixir,8р,6000
Вінниця,Team Lead,JavaScript,7р,6000
Харків,Senior,C# / .NET,5р,6000
Київ,Senior,C# / .NET,3р,6000
Київ,Senior,PHP,5р,6000
Київ,Senior,C# / .NET,7р,6000
Запоріжжя,Senior,C# / .NET,10р,6000
Львів,Team Lead,Java,10р,6000
Київ,Team Lead,C# / .NET,10р,6000
Миколаїв,Team Lead,Kotlin,7р,6000
Київ,Senior,PHP,7р,6000
Інше,Senior,Kotlin,5р,6000
Харків,Team Lead,Python,5р,6000
Київ,Senior,PHP,10р,6000
Інше,Team Lead,TypeScript,8р,6000
Харків,Senior,Scala,5р,6000
Львів,Senior,Python,10р,6000
Харків,Senior,Kotlin,7р,6000
Запоріжжя,Senior,Kotlin,10р,6000
Київ,Team Lead,JavaScript,6р,6000
Івано-Франківськ,Tech Lead,JavaScript,7р,6000
Київ,Senior,C,5р,6000
Львів,Senior,Python,10р,6000
Одеса,Senior,JavaScript,8р,6000
Дніпро,Team Lead,TypeScript,10р,6000
Київ,Senior,Kotlin,10р,6000
Львів,Tech Lead,TypeScript,5р,6000
Київ,Senior,Java,5р,6000
Львів,Team Lead,JavaScript,5р,6000
Харків,Tech Lead,JavaScript,10р,6000
Харків,Team Lead,Java,9р,6000
Київ,Senior,Go,6р,6000
Київ,Middle,Python,4р,6000
Львів,Senior,PHP,8р,6000
Київ,Senior,Java,10р,6000
Київ,Tech Lead,TypeScript,5р,6000
Київ,Team Lead,Python,10р,6000
Вінниця,Architect,C# / .NET,10р,6000
Харків,Senior,Go,7р,6000
Київ,Senior,PHP,6р,6000
Київ,Team Lead,Java,5р,6000
Львів,Senior,JavaScript,6р,6000
Київ,Senior,JavaScript,9р,6000
Одеса,Architect,Go,9р,6000
Івано-Франківськ,Senior,PHP,10р,6000
Одеса,Senior,Java,5р,6000
Львів,Tech Lead,Swift,7р,6000
Київ,Senior,TypeScript,5р,6000
Вінниця,Team Lead,JavaScript,10р,6000
Вінниця,Senior,TypeScript,6р,6000
Харків,Team Lead,Swift,6р,6000
Львів,Senior,Java,6р,6000
Київ,Tech Lead,Java,10р,6000
Миколаїв,Senior,C# / .NET,10р,6000
Київ,Senior,C# / .NET,7р,6000
Київ,Team Lead,C++,10р,6000
